Command line
Loss = 4.3109e-01, PNorm = 706.0887, GNorm = 1.3272, lr_0 = 1.9925e-04
Loss = 4.3019e-01, PNorm = 706.0977, GNorm = 1.4148, lr_0 = 1.9922e-04
Loss = 4.4977e-01, PNorm = 706.1058, GNorm = 1.1466, lr_0 = 1.9920e-04
Loss = 5.0013e-01, PNorm = 706.1144, GNorm = 1.1409, lr_0 = 1.9917e-04
Loss = 3.7488e-01, PNorm = 706.1235, GNorm = 0.7787, lr_0 = 1.9914e-04
Loss = 4.4368e-01, PNorm = 706.1321, GNorm = 1.0795, lr_0 = 1.9911e-04
Loss = 4.6659e-01, PNorm = 706.1401, GNorm = 1.5536, lr_0 = 1.9908e-04
Loss = 4.5368e-01, PNorm = 706.1472, GNorm = 1.2055, lr_0 = 1.9905e-04
Loss = 4.5223e-01, PNorm = 706.1548, GNorm = 1.5241, lr_0 = 1.9902e-04
Loss = 3.7804e-01, PNorm = 706.1609, GNorm = 1.0878, lr_0 = 1.9899e-04
Loss = 5.1483e-01, PNorm = 706.1679, GNorm = 1.1338, lr_0 = 1.9897e-04
Loss = 4.6765e-01, PNorm = 706.1759, GNorm = 1.4850, lr_0 = 1.9894e-04
Loss = 4.0647e-01, PNorm = 706.1833, GNorm = 1.1392, lr_0 = 1.9891e-04
Loss = 3.9052e-01, PNorm = 706.1914, GNorm = 0.9598, lr_0 = 1.9888e-04
Loss = 4.7133e-01, PNorm = 706.1992, GNorm = 1.4466, lr_0 = 1.9885e-04
Loss = 4.3582e-01, PNorm = 706.2075, GNorm = 0.9986, lr_0 = 1.9882e-04
Loss = 4.5006e-01, PNorm = 706.2147, GNorm = 1.1764, lr_0 = 1.9879e-04
Loss = 3.8737e-01, PNorm = 706.2212, GNorm = 1.1853, lr_0 = 1.9876e-04
Loss = 4.9593e-01, PNorm = 706.2273, GNorm = 1.3791, lr_0 = 1.9874e-04
Loss = 4.6622e-01, PNorm = 706.2335, GNorm = 1.2503, lr_0 = 1.9871e-04
Loss = 4.8456e-01, PNorm = 706.2400, GNorm = 1.7246, lr_0 = 1.9868e-04
Loss = 4.4988e-01, PNorm = 706.2464, GNorm = 1.6637, lr_0 = 1.9865e-04
Loss = 4.1525e-01, PNorm = 706.2534, GNorm = 1.7866, lr_0 = 1.9862e-04
Loss = 5.0201e-01, PNorm = 706.2613, GNorm = 0.7660, lr_0 = 1.9859e-04
Loss = 4.3874e-01, PNorm = 706.2703, GNorm = 1.8194, lr_0 = 1.9856e-04
Loss = 3.8174e-01, PNorm = 706.2782, GNorm = 1.3779, lr_0 = 1.9853e-04
Loss = 4.1401e-01, PNorm = 706.2846, GNorm = 0.7914, lr_0 = 1.9851e-04
Loss = 3.6612e-01, PNorm = 706.2919, GNorm = 1.0535, lr_0 = 1.9848e-04
Loss = 4.0299e-01, PNorm = 706.2990, GNorm = 1.6545, lr_0 = 1.9845e-04
Loss = 4.5081e-01, PNorm = 706.3059, GNorm = 1.7033, lr_0 = 1.9842e-04
Loss = 4.1548e-01, PNorm = 706.3117, GNorm = 0.9965, lr_0 = 1.9839e-04
Loss = 4.8353e-01, PNorm = 706.3170, GNorm = 1.3089, lr_0 = 1.9836e-04
Loss = 4.1197e-01, PNorm = 706.3222, GNorm = 0.9850, lr_0 = 1.9833e-04
Loss = 5.4401e-01, PNorm = 706.3275, GNorm = 1.3813, lr_0 = 1.9831e-04
Loss = 4.0472e-01, PNorm = 706.3337, GNorm = 0.7667, lr_0 = 1.9828e-04
Loss = 5.0215e-01, PNorm = 706.3419, GNorm = 1.5066, lr_0 = 1.9825e-04
Loss = 4.0246e-01, PNorm = 706.3498, GNorm = 1.3589, lr_0 = 1.9822e-04
Loss = 4.1671e-01, PNorm = 706.3640, GNorm = 1.3235, lr_0 = 1.9819e-04
Loss = 3.9682e-01, PNorm = 706.3749, GNorm = 0.9422, lr_0 = 1.9816e-04
Loss = 4.1444e-01, PNorm = 706.3839, GNorm = 0.9209, lr_0 = 1.9813e-04
Loss = 4.5651e-01, PNorm = 706.3916, GNorm = 1.6973, lr_0 = 1.9810e-04
Loss = 3.8970e-01, PNorm = 706.4000, GNorm = 0.8014, lr_0 = 1.9808e-04
Loss = 3.7856e-01, PNorm = 706.4082, GNorm = 0.9628, lr_0 = 1.9805e-04
Loss = 3.6772e-01, PNorm = 706.4153, GNorm = 1.1712, lr_0 = 1.9802e-04
Loss = 4.8632e-01, PNorm = 706.4224, GNorm = 1.8539, lr_0 = 1.9799e-04
Loss = 3.7417e-01, PNorm = 706.4291, GNorm = 1.1528, lr_0 = 1.9796e-04
Loss = 4.7404e-01, PNorm = 706.4364, GNorm = 0.8143, lr_0 = 1.9793e-04
Loss = 5.2562e-01, PNorm = 706.4444, GNorm = 1.2010, lr_0 = 1.9790e-04
Loss = 4.5564e-01, PNorm = 706.4521, GNorm = 1.3602, lr_0 = 1.9788e-04
Loss = 3.7123e-01, PNorm = 706.4608, GNorm = 0.9235, lr_0 = 1.9785e-04
Loss = 4.7881e-01, PNorm = 706.4704, GNorm = 1.6883, lr_0 = 1.9782e-04
Loss = 4.4039e-01, PNorm = 706.4811, GNorm = 1.2695, lr_0 = 1.9779e-04
Loss = 3.8167e-01, PNorm = 706.4916, GNorm = 0.9142, lr_0 = 1.9776e-04
Loss = 4.6209e-01, PNorm = 706.5033, GNorm = 1.5382, lr_0 = 1.9773e-04
Loss = 3.4749e-01, PNorm = 706.5142, GNorm = 1.0588, lr_0 = 1.9770e-04
Loss = 3.4819e-01, PNorm = 706.5230, GNorm = 1.0051, lr_0 = 1.9768e-04
Loss = 4.0886e-01, PNorm = 706.5302, GNorm = 1.2755, lr_0 = 1.9765e-04
Loss = 5.0823e-01, PNorm = 706.5375, GNorm = 1.5980, lr_0 = 1.9762e-04
Loss = 4.2489e-01, PNorm = 706.5442, GNorm = 1.1123, lr_0 = 1.9759e-04
Loss = 4.2638e-01, PNorm = 706.5512, GNorm = 1.1244, lr_0 = 1.9756e-04
Loss = 4.9437e-01, PNorm = 706.5583, GNorm = 1.7863, lr_0 = 1.9753e-04
Loss = 4.1463e-01, PNorm = 706.5648, GNorm = 1.3097, lr_0 = 1.9750e-04
Loss = 5.1278e-01, PNorm = 706.5709, GNorm = 1.4655, lr_0 = 1.9748e-04
Loss = 4.4003e-01, PNorm = 706.5780, GNorm = 1.2811, lr_0 = 1.9745e-04
Loss = 4.5129e-01, PNorm = 706.5867, GNorm = 1.7548, lr_0 = 1.9742e-04
Loss = 4.4480e-01, PNorm = 706.5948, GNorm = 1.2905, lr_0 = 1.9739e-04
Loss = 4.9667e-01, PNorm = 706.6027, GNorm = 1.5809, lr_0 = 1.9736e-04
Loss = 4.1528e-01, PNorm = 706.6110, GNorm = 1.5109, lr_0 = 1.9733e-04
Loss = 3.9050e-01, PNorm = 706.6196, GNorm = 0.6901, lr_0 = 1.9731e-04
Loss = 3.8432e-01, PNorm = 706.6279, GNorm = 1.1823, lr_0 = 1.9728e-04
Loss = 4.4963e-01, PNorm = 706.6360, GNorm = 1.4721, lr_0 = 1.9725e-04
Loss = 3.9687e-01, PNorm = 706.6446, GNorm = 1.1188, lr_0 = 1.9722e-04
Loss = 3.8807e-01, PNorm = 706.6525, GNorm = 1.1426, lr_0 = 1.9719e-04
Loss = 4.0548e-01, PNorm = 706.6589, GNorm = 2.0274, lr_0 = 1.9716e-04
Loss = 3.7521e-01, PNorm = 706.6654, GNorm = 0.7088, lr_0 = 1.9713e-04
Loss = 4.1244e-01, PNorm = 706.6720, GNorm = 0.9507, lr_0 = 1.9711e-04
Loss = 4.3378e-01, PNorm = 706.6806, GNorm = 1.6194, lr_0 = 1.9708e-04
Loss = 4.3101e-01, PNorm = 706.6888, GNorm = 2.0883, lr_0 = 1.9705e-04
Loss = 4.6634e-01, PNorm = 706.6965, GNorm = 1.8821, lr_0 = 1.9702e-04
Loss = 5.0577e-01, PNorm = 706.7038, GNorm = 1.5849, lr_0 = 1.9699e-04
Loss = 4.5511e-01, PNorm = 706.7108, GNorm = 1.3669, lr_0 = 1.9696e-04
Loss = 4.8926e-01, PNorm = 706.7177, GNorm = 1.1974, lr_0 = 1.9693e-04
Loss = 4.1800e-01, PNorm = 706.7246, GNorm = 1.1013, lr_0 = 1.9691e-04
Loss = 4.2772e-01, PNorm = 706.7314, GNorm = 1.1956, lr_0 = 1.9688e-04
Loss = 3.7213e-01, PNorm = 706.7369, GNorm = 1.3045, lr_0 = 1.9685e-04
Loss = 3.9806e-01, PNorm = 706.7427, GNorm = 1.1681, lr_0 = 1.9682e-04
Loss = 4.0346e-01, PNorm = 706.7487, GNorm = 1.6191, lr_0 = 1.9679e-04
Loss = 4.8560e-01, PNorm = 706.7544, GNorm = 0.8566, lr_0 = 1.9676e-04
Loss = 3.8061e-01, PNorm = 706.7622, GNorm = 1.3374, lr_0 = 1.9674e-04
Loss = 4.5504e-01, PNorm = 706.7700, GNorm = 1.4650, lr_0 = 1.9671e-04
Loss = 4.9764e-01, PNorm = 706.7765, GNorm = 1.1061, lr_0 = 1.9668e-04
Loss = 4.0156e-01, PNorm = 706.7830, GNorm = 1.1627, lr_0 = 1.9665e-04
Loss = 3.9020e-01, PNorm = 706.7913, GNorm = 0.9495, lr_0 = 1.9662e-04
Loss = 3.9707e-01, PNorm = 706.7999, GNorm = 1.4196, lr_0 = 1.9659e-04
Loss = 4.6463e-01, PNorm = 706.8072, GNorm = 0.9891, lr_0 = 1.9657e-04
Loss = 4.1873e-01, PNorm = 706.8128, GNorm = 1.5535, lr_0 = 1.9654e-04
Loss = 3.8662e-01, PNorm = 706.8182, GNorm = 1.0198, lr_0 = 1.9651e-04
Loss = 4.5515e-01, PNorm = 706.8237, GNorm = 1.1628, lr_0 = 1.9648e-04
Loss = 4.7039e-01, PNorm = 706.8290, GNorm = 1.7616, lr_0 = 1.9645e-04
Loss = 3.6746e-01, PNorm = 706.8358, GNorm = 1.3677, lr_0 = 1.9642e-04
Loss = 4.6515e-01, PNorm = 706.8430, GNorm = 1.5723, lr_0 = 1.9640e-04
Loss = 4.5396e-01, PNorm = 706.8504, GNorm = 1.8705, lr_0 = 1.9637e-04
Loss = 4.2092e-01, PNorm = 706.8576, GNorm = 1.5411, lr_0 = 1.9634e-04
Loss = 4.0603e-01, PNorm = 706.8650, GNorm = 0.8272, lr_0 = 1.9631e-04
Loss = 3.9933e-01, PNorm = 706.8741, GNorm = 1.0657, lr_0 = 1.9628e-04
Loss = 5.5120e-01, PNorm = 706.8818, GNorm = 1.1310, lr_0 = 1.9625e-04
Loss = 4.5976e-01, PNorm = 706.8890, GNorm = 1.3762, lr_0 = 1.9623e-04
Loss = 3.6832e-01, PNorm = 706.8966, GNorm = 0.9801, lr_0 = 1.9620e-04
Loss = 4.2878e-01, PNorm = 706.9048, GNorm = 1.7083, lr_0 = 1.9617e-04
Loss = 4.3429e-01, PNorm = 706.9120, GNorm = 1.0475, lr_0 = 1.9614e-04
Loss = 4.7923e-01, PNorm = 706.9182, GNorm = 1.2006, lr_0 = 1.9611e-04
Loss = 4.2792e-01, PNorm = 706.9242, GNorm = 1.2726, lr_0 = 1.9608e-04
Loss = 3.4770e-01, PNorm = 706.9313, GNorm = 1.0605, lr_0 = 1.9606e-04
Loss = 4.2461e-01, PNorm = 706.9377, GNorm = 1.3751, lr_0 = 1.9603e-04
Loss = 4.0369e-01, PNorm = 706.9439, GNorm = 1.9834, lr_0 = 1.9600e-04
Loss = 4.6026e-01, PNorm = 706.9505, GNorm = 1.3039, lr_0 = 1.9597e-04
Loss = 4.0563e-01, PNorm = 706.9572, GNorm = 1.6899, lr_0 = 1.9594e-04
Loss = 5.1320e-01, PNorm = 706.9641, GNorm = 1.2958, lr_0 = 1.9591e-04
Loss = 3.9131e-01, PNorm = 706.9700, GNorm = 1.8462, lr_0 = 1.9589e-04
Loss = 3.6156e-01, PNorm = 706.9762, GNorm = 1.4992, lr_0 = 1.9586e-04
Loss = 3.9796e-01, PNorm = 706.9828, GNorm = 1.0998, lr_0 = 1.9583e-04
Loss = 4.1887e-01, PNorm = 706.9884, GNorm = 1.2393, lr_0 = 1.9580e-04
Loss = 3.7957e-01, PNorm = 706.9943, GNorm = 0.8481, lr_0 = 1.9577e-04
Loss = 4.1182e-01, PNorm = 707.0004, GNorm = 1.5967, lr_0 = 1.9574e-04
Loss = 4.4016e-01, PNorm = 707.0062, GNorm = 1.4019, lr_0 = 1.9572e-04
Loss = 4.5401e-01, PNorm = 707.0117, GNorm = 1.4892, lr_0 = 1.9569e-04
Loss = 5.5659e-01, PNorm = 707.0175, GNorm = 1.4501, lr_0 = 1.9566e-04
Loss = 4.1307e-01, PNorm = 707.0246, GNorm = 1.3382, lr_0 = 1.9563e-04
Loss = 4.8670e-01, PNorm = 707.0316, GNorm = 1.0024, lr_0 = 1.9560e-04
Loss = 4.9998e-01, PNorm = 707.0378, GNorm = 1.5940, lr_0 = 1.9557e-04
Loss = 3.7790e-01, PNorm = 707.0435, GNorm = 1.0698, lr_0 = 1.9555e-04
Loss = 4.1761e-01, PNorm = 707.0500, GNorm = 1.5838, lr_0 = 1.9552e-04
Loss = 3.6138e-01, PNorm = 707.0564, GNorm = 1.2274, lr_0 = 1.9549e-04
Loss = 4.2154e-01, PNorm = 707.0634, GNorm = 2.2070, lr_0 = 1.9546e-04
Loss = 4.7923e-01, PNorm = 707.0698, GNorm = 1.0649, lr_0 = 1.9543e-04
Loss = 4.0295e-01, PNorm = 707.0771, GNorm = 1.0265, lr_0 = 1.9540e-04
Loss = 4.2460e-01, PNorm = 707.0844, GNorm = 1.4759, lr_0 = 1.9538e-04
Loss = 3.8695e-01, PNorm = 707.0917, GNorm = 1.2262, lr_0 = 1.9535e-04
Loss = 4.0513e-01, PNorm = 707.0983, GNorm = 0.7878, lr_0 = 1.9532e-04
Loss = 4.6426e-01, PNorm = 707.1039, GNorm = 1.2094, lr_0 = 1.9529e-04
Loss = 5.3719e-01, PNorm = 707.1104, GNorm = 1.3854, lr_0 = 1.9526e-04
Loss = 4.5621e-01, PNorm = 707.1193, GNorm = 0.7649, lr_0 = 1.9524e-04
Loss = 4.7273e-01, PNorm = 707.1295, GNorm = 1.2443, lr_0 = 1.9521e-04
Loss = 4.6061e-01, PNorm = 707.1391, GNorm = 1.0912, lr_0 = 1.9518e-04
Loss = 4.9715e-01, PNorm = 707.1486, GNorm = 0.8101, lr_0 = 1.9515e-04
Loss = 4.2628e-01, PNorm = 707.1559, GNorm = 0.6831, lr_0 = 1.9512e-04
Loss = 4.8804e-01, PNorm = 707.1648, GNorm = 1.3917, lr_0 = 1.9509e-04
Loss = 4.5231e-01, PNorm = 707.1734, GNorm = 1.1398, lr_0 = 1.9507e-04
Loss = 4.2743e-01, PNorm = 707.1820, GNorm = 1.9573, lr_0 = 1.9504e-04
Loss = 4.3021e-01, PNorm = 707.1900, GNorm = 1.3424, lr_0 = 1.9501e-04
Loss = 4.1927e-01, PNorm = 707.1966, GNorm = 1.5095, lr_0 = 1.9498e-04
Loss = 4.4604e-01, PNorm = 707.2029, GNorm = 1.7058, lr_0 = 1.9495e-04
Loss = 4.3705e-01, PNorm = 707.2105, GNorm = 1.1037, lr_0 = 1.9493e-04
Loss = 4.6426e-01, PNorm = 707.2179, GNorm = 1.9066, lr_0 = 1.9490e-04
Loss = 4.5281e-01, PNorm = 707.2255, GNorm = 0.9339, lr_0 = 1.9487e-04
Loss = 4.7417e-01, PNorm = 707.2339, GNorm = 1.4503, lr_0 = 1.9484e-04
Loss = 4.9869e-01, PNorm = 707.2408, GNorm = 1.1309, lr_0 = 1.9481e-04
Loss = 4.0855e-01, PNorm = 707.2480, GNorm = 1.0543, lr_0 = 1.9478e-04
Loss = 4.5053e-01, PNorm = 707.2557, GNorm = 1.5332, lr_0 = 1.9476e-04
Loss = 4.2302e-01, PNorm = 707.2643, GNorm = 1.1979, lr_0 = 1.9473e-04
Loss = 4.2785e-01, PNorm = 707.2717, GNorm = 1.2105, lr_0 = 1.9470e-04
Loss = 4.7011e-01, PNorm = 707.2783, GNorm = 1.6170, lr_0 = 1.9467e-04
Loss = 4.1120e-01, PNorm = 707.2853, GNorm = 1.6593, lr_0 = 1.9464e-04
Loss = 4.1590e-01, PNorm = 707.2933, GNorm = 1.0446, lr_0 = 1.9462e-04
Loss = 4.2818e-01, PNorm = 707.3016, GNorm = 0.9637, lr_0 = 1.9459e-04
Loss = 4.9150e-01, PNorm = 707.3111, GNorm = 1.3294, lr_0 = 1.9456e-04
Loss = 3.7890e-01, PNorm = 707.3200, GNorm = 1.1834, lr_0 = 1.9453e-04
Loss = 4.8975e-01, PNorm = 707.3287, GNorm = 1.2008, lr_0 = 1.9450e-04
Loss = 4.6495e-01, PNorm = 707.3375, GNorm = 1.3703, lr_0 = 1.9448e-04
Loss = 4.1113e-01, PNorm = 707.3459, GNorm = 1.8236, lr_0 = 1.9445e-04
Loss = 3.8346e-01, PNorm = 707.3526, GNorm = 1.1645, lr_0 = 1.9442e-04
Loss = 4.6174e-01, PNorm = 707.3583, GNorm = 1.5730, lr_0 = 1.9439e-04
Loss = 3.7631e-01, PNorm = 707.3634, GNorm = 1.3341, lr_0 = 1.9436e-04
Loss = 4.5370e-01, PNorm = 707.3688, GNorm = 1.5819, lr_0 = 1.9433e-04
Loss = 4.6129e-01, PNorm = 707.3748, GNorm = 1.0374, lr_0 = 1.9431e-04
Loss = 3.7216e-01, PNorm = 707.3804, GNorm = 0.8278, lr_0 = 1.9428e-04
Loss = 4.2412e-01, PNorm = 707.3860, GNorm = 1.9278, lr_0 = 1.9425e-04
Loss = 4.1629e-01, PNorm = 707.3909, GNorm = 1.3825, lr_0 = 1.9422e-04
Loss = 5.7492e-01, PNorm = 707.3962, GNorm = 1.0549, lr_0 = 1.9419e-04
Loss = 4.8403e-01, PNorm = 707.4027, GNorm = 1.3449, lr_0 = 1.9417e-04
Loss = 4.5863e-01, PNorm = 707.4112, GNorm = 1.4295, lr_0 = 1.9414e-04
Loss = 4.1536e-01, PNorm = 707.4198, GNorm = 1.0724, lr_0 = 1.9411e-04
Loss = 4.2647e-01, PNorm = 707.4275, GNorm = 1.3846, lr_0 = 1.9408e-04
Loss = 4.4357e-01, PNorm = 707.4341, GNorm = 1.7140, lr_0 = 1.9405e-04
Loss = 3.4998e-01, PNorm = 707.4395, GNorm = 0.6834, lr_0 = 1.9403e-04
Loss = 4.0195e-01, PNorm = 707.4455, GNorm = 0.9937, lr_0 = 1.9400e-04
Loss = 4.4250e-01, PNorm = 707.4523, GNorm = 1.1398, lr_0 = 1.9397e-04
Loss = 5.0099e-01, PNorm = 707.4585, GNorm = 1.4986, lr_0 = 1.9394e-04
Loss = 5.2750e-01, PNorm = 707.4660, GNorm = 1.4137, lr_0 = 1.9391e-04
Loss = 4.1058e-01, PNorm = 707.4727, GNorm = 1.2735, lr_0 = 1.9389e-04
Loss = 4.5267e-01, PNorm = 707.4796, GNorm = 1.2994, lr_0 = 1.9386e-04
Loss = 3.8454e-01, PNorm = 707.4879, GNorm = 1.5097, lr_0 = 1.9383e-04
Loss = 3.6114e-01, PNorm = 707.4949, GNorm = 1.2225, lr_0 = 1.9380e-04
Loss = 4.6640e-01, PNorm = 707.5014, GNorm = 1.3192, lr_0 = 1.9377e-04
Loss = 4.0889e-01, PNorm = 707.5069, GNorm = 0.9463, lr_0 = 1.9375e-04
Loss = 5.2586e-01, PNorm = 707.5138, GNorm = 1.3218, lr_0 = 1.9372e-04
Loss = 4.3325e-01, PNorm = 707.5213, GNorm = 0.9756, lr_0 = 1.9369e-04
Loss = 5.1173e-01, PNorm = 707.5294, GNorm = 1.0662, lr_0 = 1.9366e-04
Loss = 4.8177e-01, PNorm = 707.5375, GNorm = 1.4715, lr_0 = 1.9363e-04
Loss = 3.9244e-01, PNorm = 707.5467, GNorm = 1.7961, lr_0 = 1.9361e-04
Loss = 4.1464e-01, PNorm = 707.5549, GNorm = 1.0455, lr_0 = 1.9358e-04
Loss = 4.6591e-01, PNorm = 707.5618, GNorm = 1.5863, lr_0 = 1.9355e-04
Loss = 3.8583e-01, PNorm = 707.5690, GNorm = 1.2727, lr_0 = 1.9352e-04
Loss = 3.7875e-01, PNorm = 707.5761, GNorm = 1.1875, lr_0 = 1.9349e-04
Loss = 4.1913e-01, PNorm = 707.5853, GNorm = 1.1505, lr_0 = 1.9347e-04
Loss = 4.6838e-01, PNorm = 707.5946, GNorm = 1.7155, lr_0 = 1.9344e-04
Loss = 4.3996e-01, PNorm = 707.6031, GNorm = 1.9662, lr_0 = 1.9341e-04
Loss = 5.0982e-01, PNorm = 707.6103, GNorm = 1.5849, lr_0 = 1.9338e-04
Loss = 4.4881e-01, PNorm = 707.6168, GNorm = 1.2749, lr_0 = 1.9335e-04
Loss = 3.6758e-01, PNorm = 707.6233, GNorm = 1.5149, lr_0 = 1.9333e-04
Loss = 3.7042e-01, PNorm = 707.6290, GNorm = 0.9032, lr_0 = 1.9330e-04
Loss = 4.6160e-01, PNorm = 707.6335, GNorm = 1.3505, lr_0 = 1.9327e-04
Loss = 5.3454e-01, PNorm = 707.6392, GNorm = 1.5867, lr_0 = 1.9324e-04
Loss = 3.9447e-01, PNorm = 707.6465, GNorm = 0.9748, lr_0 = 1.9322e-04
Loss = 4.4668e-01, PNorm = 707.6536, GNorm = 1.1163, lr_0 = 1.9319e-04
Loss = 4.6923e-01, PNorm = 707.6612, GNorm = 1.3672, lr_0 = 1.9316e-04
Loss = 4.1062e-01, PNorm = 707.6682, GNorm = 0.9409, lr_0 = 1.9313e-04
Loss = 4.0735e-01, PNorm = 707.6751, GNorm = 1.1449, lr_0 = 1.9310e-04
Loss = 4.2681e-01, PNorm = 707.6818, GNorm = 1.4377, lr_0 = 1.9308e-04
Loss = 3.9574e-01, PNorm = 707.6895, GNorm = 0.8858, lr_0 = 1.9305e-04
Loss = 4.4961e-01, PNorm = 707.6971, GNorm = 1.5176, lr_0 = 1.9302e-04
Loss = 4.5718e-01, PNorm = 707.7039, GNorm = 1.8005, lr_0 = 1.9299e-04
Loss = 5.0257e-01, PNorm = 707.7110, GNorm = 1.0762, lr_0 = 1.9296e-04
Loss = 4.0271e-01, PNorm = 707.7174, GNorm = 1.0494, lr_0 = 1.9294e-04
Loss = 3.7836e-01, PNorm = 707.7233, GNorm = 1.1938, lr_0 = 1.9291e-04
Loss = 4.4466e-01, PNorm = 707.7286, GNorm = 0.9599, lr_0 = 1.9288e-04
Loss = 5.0615e-01, PNorm = 707.7346, GNorm = 1.8698, lr_0 = 1.9285e-04
Loss = 4.5727e-01, PNorm = 707.7422, GNorm = 1.2248, lr_0 = 1.9282e-04
Loss = 3.8014e-01, PNorm = 707.7497, GNorm = 1.3530, lr_0 = 1.9280e-04
Loss = 4.1332e-01, PNorm = 707.7566, GNorm = 1.2945, lr_0 = 1.9277e-04
Loss = 4.4426e-01, PNorm = 707.7631, GNorm = 1.4544, lr_0 = 1.9274e-04
Loss = 3.8850e-01, PNorm = 707.7704, GNorm = 1.2212, lr_0 = 1.9271e-04
Loss = 4.3827e-01, PNorm = 707.7777, GNorm = 1.1632, lr_0 = 1.9269e-04
Loss = 4.0715e-01, PNorm = 707.7840, GNorm = 1.1179, lr_0 = 1.9266e-04
Loss = 4.5288e-01, PNorm = 707.7901, GNorm = 1.8223, lr_0 = 1.9263e-04
Loss = 4.6381e-01, PNorm = 707.7977, GNorm = 1.1616, lr_0 = 1.9260e-04
Loss = 3.8880e-01, PNorm = 707.8057, GNorm = 1.1433, lr_0 = 1.9257e-04
Loss = 3.9766e-01, PNorm = 707.8117, GNorm = 1.1996, lr_0 = 1.9255e-04
Loss = 3.9332e-01, PNorm = 707.8162, GNorm = 1.4167, lr_0 = 1.9252e-04
Loss = 4.3106e-01, PNorm = 707.8209, GNorm = 1.6855, lr_0 = 1.9249e-04
Loss = 4.2238e-01, PNorm = 707.8269, GNorm = 1.7226, lr_0 = 1.9246e-04
Loss = 4.2063e-01, PNorm = 707.8342, GNorm = 1.2881, lr_0 = 1.9244e-04
Loss = 5.2841e-01, PNorm = 707.8421, GNorm = 1.6342, lr_0 = 1.9241e-04
Loss = 4.3361e-01, PNorm = 707.8492, GNorm = 1.3933, lr_0 = 1.9238e-04
Loss = 3.5584e-01, PNorm = 707.8555, GNorm = 0.8455, lr_0 = 1.9235e-04
Loss = 5.2275e-01, PNorm = 707.8621, GNorm = 1.2046, lr_0 = 1.9232e-04
Loss = 3.9647e-01, PNorm = 707.8703, GNorm = 0.9728, lr_0 = 1.9230e-04
Loss = 4.1824e-01, PNorm = 707.8790, GNorm = 1.3068, lr_0 = 1.9227e-04
Loss = 3.9417e-01, PNorm = 707.8865, GNorm = 1.0442, lr_0 = 1.9224e-04
Loss = 3.8257e-01, PNorm = 707.8927, GNorm = 1.2134, lr_0 = 1.9221e-04
Loss = 4.5586e-01, PNorm = 707.8990, GNorm = 1.3646, lr_0 = 1.9219e-04
Loss = 3.8246e-01, PNorm = 707.9058, GNorm = 0.8863, lr_0 = 1.9216e-04
Loss = 4.6293e-01, PNorm = 707.9121, GNorm = 0.8336, lr_0 = 1.9213e-04
Loss = 4.4343e-01, PNorm = 707.9195, GNorm = 1.4977, lr_0 = 1.9210e-04
Loss = 4.1468e-01, PNorm = 707.9269, GNorm = 1.3029, lr_0 = 1.9207e-04
Loss = 5.0821e-01, PNorm = 707.9347, GNorm = 1.0644, lr_0 = 1.9205e-04
Loss = 4.3317e-01, PNorm = 707.9426, GNorm = 1.2145, lr_0 = 1.9202e-04
Loss = 4.4567e-01, PNorm = 707.9508, GNorm = 1.1502, lr_0 = 1.9199e-04
Loss = 4.1369e-01, PNorm = 707.9600, GNorm = 1.4738, lr_0 = 1.9196e-04
Loss = 3.9560e-01, PNorm = 707.9679, GNorm = 1.2915, lr_0 = 1.9194e-04
Loss = 4.1253e-01, PNorm = 707.9761, GNorm = 1.0032, lr_0 = 1.9191e-04
Loss = 4.7950e-01, PNorm = 707.9843, GNorm = 1.6043, lr_0 = 1.9188e-04
Loss = 3.7870e-01, PNorm = 707.9907, GNorm = 0.7894, lr_0 = 1.9185e-04
Loss = 4.1253e-01, PNorm = 707.9969, GNorm = 1.1738, lr_0 = 1.9182e-04
Loss = 3.6151e-01, PNorm = 708.0025, GNorm = 0.8839, lr_0 = 1.9180e-04
Loss = 4.7805e-01, PNorm = 708.0077, GNorm = 1.5520, lr_0 = 1.9177e-04
Loss = 3.7002e-01, PNorm = 708.0141, GNorm = 1.6342, lr_0 = 1.9174e-04
Loss = 3.5468e-01, PNorm = 708.0207, GNorm = 1.2821, lr_0 = 1.9171e-04
Loss = 4.2590e-01, PNorm = 708.0262, GNorm = 1.5160, lr_0 = 1.9169e-04
Loss = 4.8311e-01, PNorm = 708.0324, GNorm = 1.1941, lr_0 = 1.9166e-04
Loss = 4.6273e-01, PNorm = 708.0403, GNorm = 1.5062, lr_0 = 1.9163e-04
Loss = 4.7318e-01, PNorm = 708.0468, GNorm = 1.3284, lr_0 = 1.9160e-04
Loss = 4.4628e-01, PNorm = 708.0535, GNorm = 1.4927, lr_0 = 1.9158e-04
Loss = 4.4550e-01, PNorm = 708.0617, GNorm = 0.9740, lr_0 = 1.9155e-04
Loss = 3.7296e-01, PNorm = 708.0687, GNorm = 0.9474, lr_0 = 1.9152e-04
Loss = 4.4992e-01, PNorm = 708.0749, GNorm = 1.1654, lr_0 = 1.9149e-04
Loss = 4.2095e-01, PNorm = 708.0819, GNorm = 1.5974, lr_0 = 1.9146e-04
Loss = 4.6863e-01, PNorm = 708.0883, GNorm = 1.5783, lr_0 = 1.9144e-04
Loss = 4.2159e-01, PNorm = 708.0948, GNorm = 1.4967, lr_0 = 1.9141e-04
