Command line
Loss = 2.4331e-01, PNorm = 982.9146, GNorm = 2.3332, lr_0 = 1.3482e-04
Loss = 2.8007e-01, PNorm = 982.9167, GNorm = 1.1773, lr_0 = 1.3481e-04
Loss = 2.8321e-01, PNorm = 982.9190, GNorm = 2.1563, lr_0 = 1.3481e-04
Loss = 2.5932e-01, PNorm = 982.9213, GNorm = 1.7898, lr_0 = 1.3480e-04
Loss = 3.5051e-01, PNorm = 982.9233, GNorm = 2.7852, lr_0 = 1.3479e-04
Loss = 3.1666e-01, PNorm = 982.9254, GNorm = 2.7293, lr_0 = 1.3478e-04
Loss = 2.8634e-01, PNorm = 982.9274, GNorm = 2.7835, lr_0 = 1.3477e-04
Loss = 2.7234e-01, PNorm = 982.9298, GNorm = 2.7073, lr_0 = 1.3476e-04
Loss = 2.4982e-01, PNorm = 982.9321, GNorm = 1.5305, lr_0 = 1.3475e-04
Loss = 3.1169e-01, PNorm = 982.9339, GNorm = 1.5194, lr_0 = 1.3475e-04
Loss = 2.4073e-01, PNorm = 982.9356, GNorm = 1.9115, lr_0 = 1.3474e-04
Loss = 2.5895e-01, PNorm = 982.9374, GNorm = 2.0637, lr_0 = 1.3473e-04
Loss = 2.9018e-01, PNorm = 982.9391, GNorm = 1.6174, lr_0 = 1.3472e-04
Loss = 3.1041e-01, PNorm = 982.9413, GNorm = 2.5860, lr_0 = 1.3471e-04
Loss = 2.4677e-01, PNorm = 982.9440, GNorm = 1.8355, lr_0 = 1.3470e-04
Loss = 2.4432e-01, PNorm = 982.9466, GNorm = 2.1880, lr_0 = 1.3470e-04
Loss = 2.7623e-01, PNorm = 982.9491, GNorm = 2.5621, lr_0 = 1.3469e-04
Loss = 2.8975e-01, PNorm = 982.9509, GNorm = 1.8978, lr_0 = 1.3468e-04
Loss = 2.6505e-01, PNorm = 982.9527, GNorm = 1.9530, lr_0 = 1.3467e-04
Loss = 2.6056e-01, PNorm = 982.9545, GNorm = 1.2676, lr_0 = 1.3466e-04
Loss = 3.0171e-01, PNorm = 982.9561, GNorm = 1.7562, lr_0 = 1.3465e-04
Loss = 3.0603e-01, PNorm = 982.9578, GNorm = 2.0897, lr_0 = 1.3464e-04
Loss = 3.3977e-01, PNorm = 982.9590, GNorm = 1.6353, lr_0 = 1.3464e-04
Loss = 2.7409e-01, PNorm = 982.9607, GNorm = 2.1665, lr_0 = 1.3463e-04
Loss = 3.1078e-01, PNorm = 982.9628, GNorm = 1.5505, lr_0 = 1.3462e-04
Loss = 2.6484e-01, PNorm = 982.9649, GNorm = 2.0607, lr_0 = 1.3461e-04
Loss = 2.3801e-01, PNorm = 982.9677, GNorm = 1.6413, lr_0 = 1.3460e-04
Loss = 2.9177e-01, PNorm = 982.9700, GNorm = 2.5983, lr_0 = 1.3459e-04
Loss = 2.9152e-01, PNorm = 982.9721, GNorm = 2.0514, lr_0 = 1.3458e-04
Loss = 2.6374e-01, PNorm = 982.9740, GNorm = 2.4548, lr_0 = 1.3458e-04
Loss = 3.1434e-01, PNorm = 982.9756, GNorm = 2.4148, lr_0 = 1.3457e-04
Loss = 2.5557e-01, PNorm = 982.9771, GNorm = 2.2005, lr_0 = 1.3456e-04
Loss = 2.3733e-01, PNorm = 982.9788, GNorm = 1.8203, lr_0 = 1.3455e-04
Loss = 3.0289e-01, PNorm = 982.9807, GNorm = 1.8934, lr_0 = 1.3454e-04
Loss = 3.2911e-01, PNorm = 982.9824, GNorm = 2.3279, lr_0 = 1.3453e-04
Loss = 2.6044e-01, PNorm = 982.9841, GNorm = 1.7683, lr_0 = 1.3453e-04
Loss = 2.6155e-01, PNorm = 982.9865, GNorm = 1.4081, lr_0 = 1.3452e-04
Loss = 2.9737e-01, PNorm = 982.9892, GNorm = 1.9972, lr_0 = 1.3451e-04
Loss = 3.3801e-01, PNorm = 982.9912, GNorm = 1.9883, lr_0 = 1.3450e-04
Loss = 2.0269e-01, PNorm = 982.9931, GNorm = 1.4076, lr_0 = 1.3449e-04
Loss = 2.7044e-01, PNorm = 982.9949, GNorm = 3.2643, lr_0 = 1.3448e-04
Loss = 3.1562e-01, PNorm = 982.9966, GNorm = 2.3275, lr_0 = 1.3447e-04
Loss = 2.8304e-01, PNorm = 982.9988, GNorm = 2.5736, lr_0 = 1.3447e-04
Loss = 2.7075e-01, PNorm = 983.0016, GNorm = 2.2382, lr_0 = 1.3446e-04
Loss = 2.6287e-01, PNorm = 983.0037, GNorm = 1.9238, lr_0 = 1.3445e-04
Loss = 2.8330e-01, PNorm = 983.0057, GNorm = 2.1066, lr_0 = 1.3444e-04
Loss = 2.7061e-01, PNorm = 983.0078, GNorm = 3.0193, lr_0 = 1.3443e-04
Loss = 2.3291e-01, PNorm = 983.0103, GNorm = 0.9844, lr_0 = 1.3442e-04
Loss = 2.7040e-01, PNorm = 983.0141, GNorm = 1.8869, lr_0 = 1.3441e-04
Loss = 3.0918e-01, PNorm = 983.0164, GNorm = 1.9012, lr_0 = 1.3441e-04
Loss = 2.5731e-01, PNorm = 983.0190, GNorm = 1.8329, lr_0 = 1.3440e-04
Loss = 2.5794e-01, PNorm = 983.0218, GNorm = 1.7974, lr_0 = 1.3439e-04
Loss = 2.6761e-01, PNorm = 983.0245, GNorm = 2.4300, lr_0 = 1.3438e-04
Loss = 3.6468e-01, PNorm = 983.0266, GNorm = 2.7626, lr_0 = 1.3437e-04
Loss = 3.3221e-01, PNorm = 983.0294, GNorm = 1.8191, lr_0 = 1.3436e-04
Loss = 2.9579e-01, PNorm = 983.0328, GNorm = 2.6368, lr_0 = 1.3436e-04
Loss = 2.9993e-01, PNorm = 983.0350, GNorm = 1.8287, lr_0 = 1.3435e-04
Loss = 2.7583e-01, PNorm = 983.0374, GNorm = 1.8088, lr_0 = 1.3434e-04
Loss = 3.0895e-01, PNorm = 983.0403, GNorm = 1.4690, lr_0 = 1.3433e-04
Loss = 2.9084e-01, PNorm = 983.0445, GNorm = 1.9249, lr_0 = 1.3432e-04
Loss = 3.6069e-01, PNorm = 983.0479, GNorm = 2.3092, lr_0 = 1.3431e-04
Loss = 2.3120e-01, PNorm = 983.0505, GNorm = 2.1193, lr_0 = 1.3430e-04
Loss = 2.7521e-01, PNorm = 983.0527, GNorm = 1.4208, lr_0 = 1.3430e-04
Loss = 3.0713e-01, PNorm = 983.0549, GNorm = 1.6296, lr_0 = 1.3429e-04
Loss = 2.3246e-01, PNorm = 983.0573, GNorm = 2.2565, lr_0 = 1.3428e-04
Loss = 2.2678e-01, PNorm = 983.0596, GNorm = 1.1920, lr_0 = 1.3427e-04
Loss = 2.9139e-01, PNorm = 983.0613, GNorm = 2.0182, lr_0 = 1.3426e-04
Loss = 3.3678e-01, PNorm = 983.0626, GNorm = 2.8061, lr_0 = 1.3425e-04
Loss = 2.1614e-01, PNorm = 983.0638, GNorm = 1.5026, lr_0 = 1.3425e-04
Loss = 2.8133e-01, PNorm = 983.0655, GNorm = 2.2562, lr_0 = 1.3424e-04
Loss = 2.7128e-01, PNorm = 983.0676, GNorm = 1.7900, lr_0 = 1.3423e-04
Loss = 2.4760e-01, PNorm = 983.0698, GNorm = 2.1730, lr_0 = 1.3422e-04
Loss = 3.0189e-01, PNorm = 983.0719, GNorm = 1.6158, lr_0 = 1.3421e-04
Loss = 2.9590e-01, PNorm = 983.0741, GNorm = 2.6438, lr_0 = 1.3420e-04
Loss = 2.5357e-01, PNorm = 983.0762, GNorm = 1.2315, lr_0 = 1.3419e-04
Loss = 3.8814e-01, PNorm = 983.0781, GNorm = 1.8088, lr_0 = 1.3419e-04
Loss = 3.0647e-01, PNorm = 983.0799, GNorm = 2.2087, lr_0 = 1.3418e-04
Loss = 3.3642e-01, PNorm = 983.0821, GNorm = 1.6095, lr_0 = 1.3417e-04
Loss = 2.7133e-01, PNorm = 983.0841, GNorm = 1.6253, lr_0 = 1.3416e-04
Loss = 3.2515e-01, PNorm = 983.0871, GNorm = 1.7565, lr_0 = 1.3415e-04
Loss = 2.3782e-01, PNorm = 983.0895, GNorm = 2.0751, lr_0 = 1.3414e-04
Loss = 2.3893e-01, PNorm = 983.0920, GNorm = 2.8443, lr_0 = 1.3414e-04
Loss = 2.5977e-01, PNorm = 983.0945, GNorm = 1.0480, lr_0 = 1.3413e-04
Loss = 3.0187e-01, PNorm = 983.0968, GNorm = 1.3905, lr_0 = 1.3412e-04
Loss = 3.3435e-01, PNorm = 983.0996, GNorm = 1.7591, lr_0 = 1.3411e-04
Loss = 2.5971e-01, PNorm = 983.1023, GNorm = 2.5833, lr_0 = 1.3410e-04
Loss = 2.3273e-01, PNorm = 983.1054, GNorm = 1.0076, lr_0 = 1.3409e-04
Loss = 2.5910e-01, PNorm = 983.1086, GNorm = 2.2474, lr_0 = 1.3408e-04
Loss = 3.3048e-01, PNorm = 983.1116, GNorm = 2.5595, lr_0 = 1.3408e-04
Loss = 2.6701e-01, PNorm = 983.1152, GNorm = 1.7159, lr_0 = 1.3407e-04
Loss = 3.1525e-01, PNorm = 983.1181, GNorm = 1.4777, lr_0 = 1.3406e-04
Loss = 3.1169e-01, PNorm = 983.1210, GNorm = 1.5276, lr_0 = 1.3405e-04
Loss = 2.6364e-01, PNorm = 983.1238, GNorm = 1.8172, lr_0 = 1.3404e-04
Loss = 2.7721e-01, PNorm = 983.1263, GNorm = 1.3282, lr_0 = 1.3403e-04
Loss = 2.8419e-01, PNorm = 983.1285, GNorm = 2.0150, lr_0 = 1.3403e-04
Loss = 2.4791e-01, PNorm = 983.1306, GNorm = 0.9803, lr_0 = 1.3402e-04
Loss = 2.4342e-01, PNorm = 983.1324, GNorm = 1.1907, lr_0 = 1.3401e-04
Loss = 2.6332e-01, PNorm = 983.1351, GNorm = 1.5223, lr_0 = 1.3400e-04
Loss = 2.6242e-01, PNorm = 983.1375, GNorm = 1.9286, lr_0 = 1.3399e-04
Loss = 3.0518e-01, PNorm = 983.1397, GNorm = 1.6340, lr_0 = 1.3398e-04
Loss = 2.3436e-01, PNorm = 983.1422, GNorm = 1.9459, lr_0 = 1.3397e-04
Loss = 2.4328e-01, PNorm = 983.1450, GNorm = 2.1788, lr_0 = 1.3397e-04
Loss = 2.3603e-01, PNorm = 983.1474, GNorm = 1.5486, lr_0 = 1.3396e-04
Loss = 2.9900e-01, PNorm = 983.1490, GNorm = 1.5581, lr_0 = 1.3395e-04
Loss = 3.0165e-01, PNorm = 983.1510, GNorm = 2.4300, lr_0 = 1.3394e-04
Loss = 2.6324e-01, PNorm = 983.1532, GNorm = 1.5451, lr_0 = 1.3393e-04
Loss = 2.1036e-01, PNorm = 983.1552, GNorm = 2.3749, lr_0 = 1.3392e-04
Loss = 3.0683e-01, PNorm = 983.1570, GNorm = 3.2414, lr_0 = 1.3392e-04
Loss = 2.4019e-01, PNorm = 983.1584, GNorm = 2.3279, lr_0 = 1.3391e-04
Loss = 3.6933e-01, PNorm = 983.1599, GNorm = 2.0172, lr_0 = 1.3390e-04
Loss = 3.0948e-01, PNorm = 983.1620, GNorm = 2.6554, lr_0 = 1.3389e-04
Loss = 2.7656e-01, PNorm = 983.1645, GNorm = 2.1306, lr_0 = 1.3388e-04
Loss = 2.5635e-01, PNorm = 983.1669, GNorm = 1.7216, lr_0 = 1.3387e-04
Loss = 2.8603e-01, PNorm = 983.1689, GNorm = 2.4075, lr_0 = 1.3386e-04
Loss = 2.7952e-01, PNorm = 983.1709, GNorm = 1.6177, lr_0 = 1.3386e-04
Loss = 2.5331e-01, PNorm = 983.1727, GNorm = 1.4551, lr_0 = 1.3385e-04
Loss = 2.6625e-01, PNorm = 983.1750, GNorm = 2.0753, lr_0 = 1.3384e-04
Loss = 2.7395e-01, PNorm = 983.1771, GNorm = 1.7733, lr_0 = 1.3383e-04
Loss = 2.0435e-01, PNorm = 983.1793, GNorm = 1.7598, lr_0 = 1.3382e-04
Loss = 2.6761e-01, PNorm = 983.1816, GNorm = 1.7816, lr_0 = 1.3381e-04
Loss = 3.4338e-01, PNorm = 983.1845, GNorm = 1.8288, lr_0 = 1.3381e-04
Loss = 2.9762e-01, PNorm = 983.1873, GNorm = 1.5361, lr_0 = 1.3380e-04
Loss = 2.4608e-01, PNorm = 983.1902, GNorm = 2.4284, lr_0 = 1.3379e-04
Loss = 3.0897e-01, PNorm = 983.1926, GNorm = 1.3513, lr_0 = 1.3378e-04
Loss = 2.3797e-01, PNorm = 983.1943, GNorm = 1.5780, lr_0 = 1.3377e-04
Loss = 2.8167e-01, PNorm = 983.1967, GNorm = 1.6204, lr_0 = 1.3376e-04
Loss = 2.9065e-01, PNorm = 983.1994, GNorm = 2.0234, lr_0 = 1.3375e-04
Loss = 2.6613e-01, PNorm = 983.2020, GNorm = 1.1663, lr_0 = 1.3375e-04
Loss = 2.0684e-01, PNorm = 983.2049, GNorm = 1.3761, lr_0 = 1.3374e-04
Loss = 3.6157e-01, PNorm = 983.2070, GNorm = 1.1539, lr_0 = 1.3373e-04
Loss = 2.6312e-01, PNorm = 983.2088, GNorm = 1.3285, lr_0 = 1.3372e-04
Loss = 3.1046e-01, PNorm = 983.2107, GNorm = 2.6767, lr_0 = 1.3371e-04
Loss = 2.8797e-01, PNorm = 983.2120, GNorm = 3.3899, lr_0 = 1.3370e-04
Loss = 1.9925e-01, PNorm = 983.2133, GNorm = 1.8719, lr_0 = 1.3370e-04
Loss = 2.8668e-01, PNorm = 983.2151, GNorm = 2.1430, lr_0 = 1.3369e-04
Loss = 3.0974e-01, PNorm = 983.2167, GNorm = 1.4558, lr_0 = 1.3368e-04
Loss = 2.7490e-01, PNorm = 983.2186, GNorm = 1.8409, lr_0 = 1.3367e-04
Loss = 2.7086e-01, PNorm = 983.2206, GNorm = 1.3401, lr_0 = 1.3366e-04
Loss = 2.4449e-01, PNorm = 983.2226, GNorm = 2.5600, lr_0 = 1.3365e-04
Loss = 3.4315e-01, PNorm = 983.2247, GNorm = 2.5488, lr_0 = 1.3364e-04
Loss = 2.5660e-01, PNorm = 983.2270, GNorm = 1.8559, lr_0 = 1.3364e-04
Loss = 3.4384e-01, PNorm = 983.2293, GNorm = 2.0111, lr_0 = 1.3363e-04
Loss = 2.5176e-01, PNorm = 983.2318, GNorm = 2.4766, lr_0 = 1.3362e-04
Loss = 2.5925e-01, PNorm = 983.2343, GNorm = 0.8998, lr_0 = 1.3361e-04
Loss = 2.3921e-01, PNorm = 983.2367, GNorm = 1.1943, lr_0 = 1.3360e-04
Loss = 2.7293e-01, PNorm = 983.2386, GNorm = 1.9359, lr_0 = 1.3359e-04
Loss = 2.1206e-01, PNorm = 983.2402, GNorm = 1.4822, lr_0 = 1.3359e-04
Loss = 2.6637e-01, PNorm = 983.2425, GNorm = 1.5956, lr_0 = 1.3358e-04
Loss = 2.7698e-01, PNorm = 983.2445, GNorm = 2.1498, lr_0 = 1.3357e-04
Loss = 2.6881e-01, PNorm = 983.2471, GNorm = 2.2200, lr_0 = 1.3356e-04
Loss = 2.9109e-01, PNorm = 983.2494, GNorm = 2.0923, lr_0 = 1.3355e-04
Loss = 2.7846e-01, PNorm = 983.2516, GNorm = 2.1632, lr_0 = 1.3354e-04
Loss = 2.9068e-01, PNorm = 983.2536, GNorm = 3.0609, lr_0 = 1.3354e-04
Loss = 2.2524e-01, PNorm = 983.2556, GNorm = 1.4635, lr_0 = 1.3353e-04
Loss = 3.4385e-01, PNorm = 983.2577, GNorm = 1.7300, lr_0 = 1.3352e-04
Loss = 2.8964e-01, PNorm = 983.2593, GNorm = 1.8316, lr_0 = 1.3351e-04
Loss = 2.3247e-01, PNorm = 983.2613, GNorm = 1.2145, lr_0 = 1.3350e-04
Loss = 3.7092e-01, PNorm = 983.2638, GNorm = 1.6307, lr_0 = 1.3349e-04
Loss = 3.1090e-01, PNorm = 983.2661, GNorm = 1.9381, lr_0 = 1.3348e-04
Loss = 2.6433e-01, PNorm = 983.2681, GNorm = 1.3064, lr_0 = 1.3348e-04
Loss = 2.6953e-01, PNorm = 983.2702, GNorm = 2.0842, lr_0 = 1.3347e-04
Loss = 3.0813e-01, PNorm = 983.2724, GNorm = 2.8533, lr_0 = 1.3346e-04
Loss = 2.6607e-01, PNorm = 983.2741, GNorm = 1.6009, lr_0 = 1.3345e-04
Loss = 2.8934e-01, PNorm = 983.2760, GNorm = 1.6291, lr_0 = 1.3344e-04
Loss = 2.9903e-01, PNorm = 983.2785, GNorm = 1.6518, lr_0 = 1.3343e-04
Loss = 3.6218e-01, PNorm = 983.2807, GNorm = 2.1408, lr_0 = 1.3343e-04
Loss = 2.9551e-01, PNorm = 983.2832, GNorm = 2.5183, lr_0 = 1.3342e-04
Loss = 3.0042e-01, PNorm = 983.2862, GNorm = 2.7332, lr_0 = 1.3341e-04
Loss = 2.8784e-01, PNorm = 983.2894, GNorm = 2.1705, lr_0 = 1.3340e-04
Loss = 2.8991e-01, PNorm = 983.2926, GNorm = 1.2086, lr_0 = 1.3339e-04
Loss = 2.3164e-01, PNorm = 983.2953, GNorm = 2.2640, lr_0 = 1.3338e-04
Loss = 2.3425e-01, PNorm = 983.2974, GNorm = 1.5839, lr_0 = 1.3338e-04
Loss = 3.2038e-01, PNorm = 983.2993, GNorm = 1.9925, lr_0 = 1.3337e-04
Loss = 2.4351e-01, PNorm = 983.3026, GNorm = 1.7195, lr_0 = 1.3336e-04
Loss = 2.7406e-01, PNorm = 983.3055, GNorm = 2.2037, lr_0 = 1.3335e-04
Loss = 3.5659e-01, PNorm = 983.3080, GNorm = 2.1929, lr_0 = 1.3334e-04
Loss = 2.1623e-01, PNorm = 983.3097, GNorm = 1.3240, lr_0 = 1.3333e-04
Loss = 2.9292e-01, PNorm = 983.3113, GNorm = 1.7170, lr_0 = 1.3332e-04
Loss = 2.9589e-01, PNorm = 983.3129, GNorm = 1.9883, lr_0 = 1.3332e-04
Loss = 2.1714e-01, PNorm = 983.3146, GNorm = 2.1393, lr_0 = 1.3331e-04
Loss = 2.3838e-01, PNorm = 983.3163, GNorm = 2.4754, lr_0 = 1.3330e-04
Loss = 2.9497e-01, PNorm = 983.3182, GNorm = 1.9907, lr_0 = 1.3329e-04
Loss = 2.5026e-01, PNorm = 983.3200, GNorm = 1.4967, lr_0 = 1.3328e-04
Loss = 3.1996e-01, PNorm = 983.3215, GNorm = 1.9889, lr_0 = 1.3327e-04
Loss = 2.5049e-01, PNorm = 983.3236, GNorm = 1.7803, lr_0 = 1.3327e-04
Loss = 2.4728e-01, PNorm = 983.3258, GNorm = 1.9014, lr_0 = 1.3326e-04
Loss = 2.6832e-01, PNorm = 983.3281, GNorm = 1.8461, lr_0 = 1.3325e-04
Loss = 2.5960e-01, PNorm = 983.3303, GNorm = 2.0614, lr_0 = 1.3324e-04
Loss = 3.1948e-01, PNorm = 983.3328, GNorm = 1.9587, lr_0 = 1.3323e-04
Loss = 3.2251e-01, PNorm = 983.3349, GNorm = 3.4105, lr_0 = 1.3322e-04
Loss = 3.1354e-01, PNorm = 983.3372, GNorm = 1.6142, lr_0 = 1.3322e-04
Loss = 2.6006e-01, PNorm = 983.3398, GNorm = 1.3299, lr_0 = 1.3321e-04
Loss = 2.6823e-01, PNorm = 983.3422, GNorm = 1.5463, lr_0 = 1.3320e-04
Loss = 2.6279e-01, PNorm = 983.3446, GNorm = 2.0662, lr_0 = 1.3319e-04
Loss = 2.3618e-01, PNorm = 983.3466, GNorm = 1.5607, lr_0 = 1.3318e-04
Loss = 2.9484e-01, PNorm = 983.3492, GNorm = 1.7655, lr_0 = 1.3317e-04
Loss = 2.8425e-01, PNorm = 983.3521, GNorm = 1.7768, lr_0 = 1.3316e-04
Loss = 2.9503e-01, PNorm = 983.3550, GNorm = 2.7963, lr_0 = 1.3316e-04
Loss = 2.5774e-01, PNorm = 983.3576, GNorm = 1.3433, lr_0 = 1.3315e-04
Loss = 3.0318e-01, PNorm = 983.3597, GNorm = 1.5308, lr_0 = 1.3314e-04
Loss = 3.1886e-01, PNorm = 983.3624, GNorm = 1.5754, lr_0 = 1.3313e-04
Loss = 3.0236e-01, PNorm = 983.3648, GNorm = 2.2086, lr_0 = 1.3312e-04
Loss = 3.3099e-01, PNorm = 983.3671, GNorm = 2.7046, lr_0 = 1.3311e-04
Loss = 2.6985e-01, PNorm = 983.3696, GNorm = 2.3950, lr_0 = 1.3311e-04
Loss = 2.6680e-01, PNorm = 983.3718, GNorm = 2.0315, lr_0 = 1.3310e-04
Loss = 2.4798e-01, PNorm = 983.3740, GNorm = 1.0684, lr_0 = 1.3309e-04
Loss = 2.9749e-01, PNorm = 983.3757, GNorm = 2.3980, lr_0 = 1.3308e-04
Loss = 2.9187e-01, PNorm = 983.3781, GNorm = 2.4220, lr_0 = 1.3307e-04
Loss = 2.6316e-01, PNorm = 983.3810, GNorm = 1.4551, lr_0 = 1.3306e-04
Loss = 2.8058e-01, PNorm = 983.3841, GNorm = 2.1019, lr_0 = 1.3306e-04
Loss = 3.2328e-01, PNorm = 983.3877, GNorm = 1.9946, lr_0 = 1.3305e-04
Loss = 3.0615e-01, PNorm = 983.3906, GNorm = 1.9671, lr_0 = 1.3304e-04
Loss = 3.1503e-01, PNorm = 983.3924, GNorm = 1.2407, lr_0 = 1.3303e-04
Loss = 3.0196e-01, PNorm = 983.3947, GNorm = 2.5700, lr_0 = 1.3302e-04
Loss = 2.7569e-01, PNorm = 983.3970, GNorm = 2.0202, lr_0 = 1.3301e-04
Loss = 3.2093e-01, PNorm = 983.3999, GNorm = 1.6785, lr_0 = 1.3301e-04
Loss = 3.4090e-01, PNorm = 983.4028, GNorm = 2.5207, lr_0 = 1.3300e-04
Loss = 2.9025e-01, PNorm = 983.4048, GNorm = 2.4458, lr_0 = 1.3299e-04
Loss = 2.8386e-01, PNorm = 983.4070, GNorm = 1.2256, lr_0 = 1.3298e-04
Loss = 2.7519e-01, PNorm = 983.4096, GNorm = 1.6821, lr_0 = 1.3297e-04
Loss = 2.7146e-01, PNorm = 983.4116, GNorm = 1.2650, lr_0 = 1.3296e-04
Loss = 3.4449e-01, PNorm = 983.4131, GNorm = 2.4744, lr_0 = 1.3295e-04
Loss = 2.5892e-01, PNorm = 983.4155, GNorm = 2.2829, lr_0 = 1.3295e-04
Loss = 2.4981e-01, PNorm = 983.4179, GNorm = 1.7395, lr_0 = 1.3294e-04
Loss = 2.8334e-01, PNorm = 983.4205, GNorm = 1.2473, lr_0 = 1.3293e-04
Loss = 3.2694e-01, PNorm = 983.4229, GNorm = 2.7107, lr_0 = 1.3292e-04
Loss = 2.5405e-01, PNorm = 983.4251, GNorm = 1.4133, lr_0 = 1.3291e-04
Loss = 2.7596e-01, PNorm = 983.4273, GNorm = 1.7456, lr_0 = 1.3290e-04
Loss = 3.5024e-01, PNorm = 983.4290, GNorm = 3.1882, lr_0 = 1.3290e-04
Loss = 2.8781e-01, PNorm = 983.4311, GNorm = 2.2766, lr_0 = 1.3289e-04
Loss = 3.6611e-01, PNorm = 983.4329, GNorm = 2.2814, lr_0 = 1.3288e-04
Loss = 2.7151e-01, PNorm = 983.4348, GNorm = 2.2590, lr_0 = 1.3287e-04
Loss = 3.2248e-01, PNorm = 983.4366, GNorm = 1.4815, lr_0 = 1.3286e-04
Loss = 2.6108e-01, PNorm = 983.4381, GNorm = 1.4532, lr_0 = 1.3285e-04
Loss = 2.3849e-01, PNorm = 983.4397, GNorm = 1.9189, lr_0 = 1.3285e-04
Loss = 2.9552e-01, PNorm = 983.4417, GNorm = 3.4357, lr_0 = 1.3284e-04
Loss = 2.3691e-01, PNorm = 983.4441, GNorm = 1.8465, lr_0 = 1.3283e-04
Loss = 2.9857e-01, PNorm = 983.4456, GNorm = 1.5878, lr_0 = 1.3282e-04
Loss = 3.2838e-01, PNorm = 983.4474, GNorm = 1.8653, lr_0 = 1.3281e-04
Loss = 3.4742e-01, PNorm = 983.4494, GNorm = 1.4776, lr_0 = 1.3280e-04
Loss = 3.5302e-01, PNorm = 983.4517, GNorm = 1.6666, lr_0 = 1.3280e-04
Loss = 2.5257e-01, PNorm = 983.4543, GNorm = 1.6081, lr_0 = 1.3279e-04
Loss = 3.3371e-01, PNorm = 983.4566, GNorm = 2.0307, lr_0 = 1.3278e-04
Loss = 2.5860e-01, PNorm = 983.4594, GNorm = 1.1312, lr_0 = 1.3277e-04
Loss = 2.6309e-01, PNorm = 983.4624, GNorm = 2.4248, lr_0 = 1.3276e-04
Loss = 2.7869e-01, PNorm = 983.4651, GNorm = 1.5241, lr_0 = 1.3275e-04
Loss = 2.9080e-01, PNorm = 983.4671, GNorm = 1.2719, lr_0 = 1.3275e-04
Loss = 2.4463e-01, PNorm = 983.4690, GNorm = 2.1947, lr_0 = 1.3274e-04
Loss = 2.7438e-01, PNorm = 983.4708, GNorm = 1.8017, lr_0 = 1.3273e-04
Loss = 2.6342e-01, PNorm = 983.4724, GNorm = 1.3972, lr_0 = 1.3272e-04
Loss = 3.2636e-01, PNorm = 983.4737, GNorm = 2.9200, lr_0 = 1.3271e-04
Loss = 2.9193e-01, PNorm = 983.4750, GNorm = 1.5431, lr_0 = 1.3270e-04
Loss = 2.4644e-01, PNorm = 983.4766, GNorm = 1.6893, lr_0 = 1.3269e-04
Loss = 2.9247e-01, PNorm = 983.4785, GNorm = 1.4705, lr_0 = 1.3269e-04
Loss = 2.8116e-01, PNorm = 983.4809, GNorm = 1.4723, lr_0 = 1.3268e-04
Loss = 2.8527e-01, PNorm = 983.4832, GNorm = 2.1576, lr_0 = 1.3267e-04
Loss = 2.9781e-01, PNorm = 983.4854, GNorm = 1.8084, lr_0 = 1.3266e-04
Loss = 2.9138e-01, PNorm = 983.4876, GNorm = 2.1890, lr_0 = 1.3265e-04
Loss = 3.1761e-01, PNorm = 983.4898, GNorm = 2.1539, lr_0 = 1.3264e-04
Loss = 3.4058e-01, PNorm = 983.4922, GNorm = 1.6634, lr_0 = 1.3264e-04
Loss = 2.2297e-01, PNorm = 983.4947, GNorm = 1.5369, lr_0 = 1.3263e-04
Loss = 2.4124e-01, PNorm = 983.4965, GNorm = 2.4643, lr_0 = 1.3262e-04
Loss = 3.0970e-01, PNorm = 983.4983, GNorm = 2.1061, lr_0 = 1.3261e-04
Loss = 2.2732e-01, PNorm = 983.4999, GNorm = 1.5753, lr_0 = 1.3260e-04
Loss = 2.0957e-01, PNorm = 983.5016, GNorm = 1.1540, lr_0 = 1.3259e-04
Loss = 2.8112e-01, PNorm = 983.5031, GNorm = 1.3600, lr_0 = 1.3259e-04
Loss = 2.7995e-01, PNorm = 983.5050, GNorm = 1.8547, lr_0 = 1.3258e-04
Loss = 2.6784e-01, PNorm = 983.5067, GNorm = 1.9423, lr_0 = 1.3257e-04
Loss = 2.8098e-01, PNorm = 983.5080, GNorm = 2.6990, lr_0 = 1.3256e-04
Loss = 2.9139e-01, PNorm = 983.5098, GNorm = 1.3555, lr_0 = 1.3255e-04
Loss = 2.5357e-01, PNorm = 983.5121, GNorm = 1.1827, lr_0 = 1.3254e-04
Loss = 3.0861e-01, PNorm = 983.5140, GNorm = 1.0618, lr_0 = 1.3254e-04
Loss = 3.4492e-01, PNorm = 983.5158, GNorm = 1.4856, lr_0 = 1.3253e-04
Loss = 3.0753e-01, PNorm = 983.5183, GNorm = 1.3802, lr_0 = 1.3252e-04
Loss = 2.9995e-01, PNorm = 983.5210, GNorm = 1.7351, lr_0 = 1.3251e-04
Loss = 2.7643e-01, PNorm = 983.5241, GNorm = 2.1735, lr_0 = 1.3250e-04
Loss = 2.7285e-01, PNorm = 983.5263, GNorm = 2.0206, lr_0 = 1.3249e-04
Loss = 2.7245e-01, PNorm = 983.5285, GNorm = 2.7999, lr_0 = 1.3249e-04
Loss = 3.5596e-01, PNorm = 983.5311, GNorm = 2.0702, lr_0 = 1.3248e-04
